Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
11/30/19,Allowances,null,null,null
11/30/19,Undistributed Offsetting Receipts:,null,null,null
11/30/19,Interest,-2183218110,1039988185,-1209701546
11/30/19,Other,-7319829735,-30241102644,-29545736813
11/30/19,Total Outlays,4.34024E+11,8.14012E+11,7.64046E+11
11/30/19,(On-Budget),3.45901E+11,6.46863E+11,6.07819E+11
11/30/19,(Off-Budget),88122311869,1.67149E+11,1.56227E+11
11/30/19,Surplus (+) or Deficit (-),-2.08838E+11,-3.43306E+11,-3.05394E+11
11/30/19,(On-Budget),-1.90253E+11,-3.1012E+11,-2.77568E+11
11/30/19,(Off-Budget),-18585311869,-33185769570,-27825280131
11/30/19,Budget Receipts,null,null,null
11/30/19,National Aeronautics and Space Administration,1793330625,3507901547,3494010155
11/30/19,National Science Foundation,595241403.3,1273924273,1134318488
11/30/19,Office of Personnel Management,8469781096,18056639204,17268510122
11/30/19,Small Business Administration,81195783.59,162502502.2,210768273.6
11/30/19,Social Security Administration,98201129001,1.91883E+11,1.8129E+11
11/30/19,Independent Agencies,3366977959,6526345471,8146581896
10/31/19,Budget Receipts,null,null,null
10/31/19,Individual Income Taxes,1.26389E+11,1.26389E+11,1.28866E+11
10/31/19,Corporation Income Taxes,6570667364,6570667364,8000142466
10/31/19,Social Insurance and Retirement Receipts:,null,null,null
10/31/19,Employment and General Retirement (Off-Budget),64426000000,64426000000,61777000000
10/31/19,Employment and General Retirement (On-Budget),22244680799,22244680799,21477815178
10/31/19,Unemployment Insurance,2757065599,2757065599,2941017882
10/31/19,Other Retirement,388938047.2,388938047.2,357080965.3
10/31/19,Excise Taxes,6035686804,6035686804,14715316764
10/31/19,Estate and Gift Taxes,1690552278,1690552278,1953669909
10/31/19,Customs Duties,7757405618,7757405618,5550559304
10/31/19,Miscellaneous Receipts,7260162949,7260162949,7053111143
10/31/19,Total Receipts,2.4552E+11,2.4552E+11,2.52692E+11
10/31/19,Budget Outlays,null,null,null
10/31/19,Legislative Branch,504120798,504120798,444328793.8
10/31/19,Judicial Branch,713126067,713126067,671968343.7
10/31/19,Department of Agriculture,19093084156,19093084156,18311593994
10/31/19,Department of Commerce,963023108.1,963023108.1,660455639
10/31/19,Interest on Treasury Debt Securities (Gross),30318680639,30318680639,31647532106
10/31/19,Department of Veterans Affairs,17595257472,17595257472,16839924233
10/31/19,Corps of Engineers,710310518.6,710310518.6,641294129.5
10/31/19,Other Defense Civil Programs,5353717408,5353717408,4747395404
10/31/19,Environmental Protection Agency,830727464.7,830727464.7,730303841.8
10/31/19,Executive Office of the President,33287667.74,33287667.74,32458656.95
10/31/19,General Services Administration,45845996.12,45845996.12,40278656.75
10/31/19,International Assistance Programs,1431866042,1431866042,2108961903
10/31/19,National Aeronautics and Space Administration,1714570922,1714570922,1787316539
10/31/19,National Science Foundation,678682869.5,678682869.5,632001409.5
10/31/19,Office of Personnel Management,9586858108,9586858108,9160670214
10/31/19,Small Business Administration,81306718.61,81306718.61,99882369.46
10/31/19,Social Security Administration,93681460415,93681460415,88651930609
10/31/19,Independent Agencies,3159367512,3159367512,3357664041
10/31/19,Allowances,null,null,null
10/31/19,Undistributed Offsetting Receipts:,null,null,null
10/31/19,Interest,3223206296,3223206296,1328644019
10/31/19,Other,-22921272909,-22921272909,-23477043262
10/31/19,Total Outlays,3.79988E+11,3.79988E+11,3.53183E+11
10/31/19,(On-Budget),3.00961E+11,3.00961E+11,2.79122E+11
10/31/19,(Off-Budget),79026457701,79026457701,74060973207
10/31/19,Surplus (+) or Deficit (-),-1.34468E+11,-1.34468E+11,-1.00491E+11
10/31/19,(On-Budget),-1.19867E+11,-1.19867E+11,-88207169338
10/31/19,(Off-Budget),-14600457701,-14600457701,-12283973207
10/31/19,(On-Budget),1.81094E+11,1.81094E+11,1.90915E+11
10/31/19,(Off-Budget),64426000000,64426000000,61777000000
10/31/19,Department of Defense--Military Programs,68232852668,68232852668,63392661844
10/31/19,Department of Education,8094356795,8094356795,5097310936
10/31/19,Department of Energy,3109458469,3109458469,2918855223
10/31/19,Department of Health and Human Services,1.05391E+11,1.05391E+11,97165217712
10/31/19,Department of Homeland Security,4884544769,4884544769,5337623885
10/31/19,Department of Housing and Urban Development,3835575749,3835575749,3781860494
10/31/19,Department of the Interior,1250990445,1250990445,2130421635
10/31/19,Department of Justice,3135478423,3135478423,1611744364
10/31/19,Department of Labor,-3367352211,-3367352211,-2167389140
10/31/19,Department of State,2251480970,2251480970,2999516878
10/31/19,Department of Transportation,7470083787,7470083787,6400247200
10/31/19,Department of the Treasury:,null,null,null
10/31/19,Other,8901984599,8901984599,6097036752
9/30/19,Individual Income Taxes,1.82972E+11,1.71786E+12,1.68354E+12
9/30/19,Corporation Income Taxes,60318184528,2.30245E+11,2.04733E+11
9/30/19,Social Insurance and Retirement Receipts:,null,null,null
9/30/19,Employment and General Retirement (On-Budget),25350605661,2.83092E+11,2.66408E+11
9/30/19,Unemployment Insurance,197341433.4,40933978371,45041614845
9/30/19,Other Retirement,386491621.4,4758923741,4502824329
9/30/19,Excise Taxes,11985745683,98914554368,94988171205
9/30/19,Estate and Gift Taxes,1201446385,16671532322,22983076198
9/30/19,Customs Duties,6833486007,70783723012,41298963822
9/30/19,Total Receipts,3.74028E+11,3.4622E+12,3.32875E+12
9/30/19,Department of Agriculture,12891364956,1.50121E+11,1.36715E+11
9/30/19,Department of Defense--Military Programs,52834570433,6.53979E+11,6.00675E+11
9/30/19,Department of Education,6172746880,1.04364E+11,63707443280
9/30/19,Department of Energy,3015249923,28936391835,26480712547
9/30/19,Department of Health and Human Services,75348954213,1.2138E+12,1.1205E+12
9/30/19,Department of Homeland Security,4129625781,56326592501,68373576684
9/30/19,Department of Housing and Urban Development,4600618922,29187859955,54664857533
9/30/19,Department of the Interior,1358805969,13906773529,13210471442
9/30/19,Department of Justice,3190271657,35107470079,34521196986
9/30/19,Department of Labor,1854546341,35809895426,39637631079
9/30/19,Department of State,3226038874,28000057609,26385241635
9/30/19,Department of Transportation,9402805712,80715130637,78494450988
9/30/19,Interest on Treasury Debt Securities (Gross),35975039739,5.72913E+11,5.21553E+11
9/30/19,Other,-29282819434,1.16583E+11,1.07894E+11
9/30/19,Department of Veterans Affairs,9053684968,1.99573E+11,1.78509E+11
9/30/19,Corps of Engineers,518744897.7,6454158368,5082095502
9/30/19,Employment and General Retirement (Off-Budget),77695120783,9.14302E+11,8.54747E+11
9/30/19,Miscellaneous Receipts,7087888612,84636700924,1.10508E+11
9/30/19,(On-Budget),2.96333E+11,2.54789E+12,2.474E+12
9/30/19,Department of the Treasury:,null,null,null
9/30/19,Budget Receipts,null,null,null
9/30/19,Other Defense Civil Programs,826485203.4,60930609639,55367771318
9/30/19,Environmental Protection Agency,682193154.5,8064062502,8085301199
9/30/19,Executive Office of the President,37142479.93,422315158.8,381890861.1
9/30/19,General Services Administration,-465412060.9,-1101205808,-582624371
9/30/19,International Assistance Programs,1532766990,23578112872,21655624634
9/30/19,National Aeronautics and Space Administration,2006842164,20178660142,19753900774
9/30/19,National Science Foundation,694353625.6,7254504889,7166340873
9/30/19,Office of Personnel Management,8900593822,1.03138E+11,98802409011
9/30/19,Small Business Administration,85146216.51,456305883.8,45661191.16
9/30/19,Social Security Administration,88658000443,1.10183E+12,1.0399E+12
9/30/19,Independent Agencies,411726285.3,19609130015,7770239078
9/30/19,National Security Commission on Artificial Intelligence,null,494521.41,null
9/30/19,Allowances,null,null,null
9/30/19,Undistributed Offsetting Receipts:,null,null,null
9/30/19,Interest,-1379479742,-1.49608E+11,-1.5015E+11
9/30/19,Other,-6852166052,-98194680051,-97870230058
9/30/19,Total Outlays,2.9126E+11,4.44658E+12,4.10774E+12
9/30/19,(On-Budget),2.05011E+11,3.53997E+12,3.25917E+12
9/30/19,(Off-Budget),86249483693,9.06617E+11,8.48572E+11
9/30/19,Surplus (+) or Deficit (-),82767658465,-9.84388E+11,-7.78996E+11
9/30/19,(On-Budget),91322021375,-9.92073E+11,-7.85172E+11
9/30/19,(Off-Budget),-8554362910,7685328795,6175401220
9/30/19,(Off-Budget),77695120783,9.14302E+11,8.54747E+11
9/30/19,Budget Outlays,null,null,null
9/30/19,Legislative Branch,452364787.9,4956860290,4670340045
9/30/19,Judicial Branch,659008408.2,7959047688,7779123450
9/30/19,Department of Commerce,720683339.2,11323871585,8561936061
8/31/19,Employment and General Retirement (Off-Budget),70475000000,8.36607E+11,7.79944E+11
8/31/19,Employment and General Retirement (On-Budget),21316010594,2.57741E+11,2.41968E+11
8/31/19,Unemployment Insurance,3629319464,40736636938,44793423911
8/31/19,Other Retirement,401768679.3,4372432120,4071669402
8/31/19,Excise Taxes,7865744394,86928808685,78909157576
8/31/19,Estate and Gift Taxes,1877120612,15470085937,20693454490
8/31/19,Customs Duties,7005301536,63950237006,36726482332
8/31/19,Miscellaneous Receipts,10808713605,77548812313,93939515712
8/31/19,Total Receipts,2.27965E+11,3.08817E+12,2.98519E+12
8/31/19,(On-Budget),1.5749E+11,2.25156E+12,2.20524E+12
8/31/19,(Off-Budget),70475000000,8.36607E+11,7.79944E+11
8/31/19,Budget Outlays,null,null,null
8/31/19,Legislative Branch,367668863.7,4504495502,4302522942
8/31/19,Judicial Branch,656496728.8,7300039279,7155505807
8/31/19,Department of Agriculture,12161064034,1.37229E+11,1.30276E+11
8/31/19,Department of Commerce,983392321.4,10603188246,8015804657
8/31/19,Department of Defense--Military Programs,60702412021,6.01137E+11,5.51719E+11
8/31/19,Department of Education,6800046210,98191696088,58290270175
8/31/19,Department of Energy,2729072439,25921141912,23769000448
8/31/19,Department of Health and Human Services,1.32559E+11,1.13846E+12,1.05053E+12
8/31/19,Department of Homeland Security,4373305735,52196966720,63591491331
8/31/19,Department of Housing and Urban Development,3655069609,24587241033,53524381487
8/31/19,Department of the Interior,1214625427,12547967560,12843285142
8/31/19,Office of Personnel Management,8423696717,94236913866,90245988770
8/31/19,Budget Receipts,null,null,null
8/31/19,Individual Income Taxes,1.05982E+11,1.53489E+12,1.52159E+12
8/31/19,Corporation Income Taxes,-1395978400,1.69927E+11,1.62551E+11
8/31/19,Social Insurance and Retirement Receipts:,null,null,null
8/31/19,Small Business Administration,98632422.68,371159667.3,-65764142.44
8/31/19,Social Security Administration,97400456585,1.01318E+12,9.81264E+11
8/31/19,Independent Agencies,1679133144,19197403730,9860726320
8/31/19,National Security Commission on Artificial Intelligence,null,494521.41,null
8/31/19,Allowances,null,null,null
8/31/19,Undistributed Offsetting Receipts:,null,null,null
8/31/19,Interest,-4307146979,-1.48228E+11,-1.49884E+11
8/31/19,Other,-6335169493,-91342513998,-91982373493
8/31/19,Total Outlays,4.28309E+11,4.15532E+12,3.8833E+12
8/31/19,(On-Budget),3.42318E+11,3.33496E+12,3.09151E+12
8/31/19,(Off-Budget),85991156152,8.20368E+11,7.91789E+11
8/31/19,Surplus (+) or Deficit (-),-2.00344E+11,-1.06716E+12,-8.98112E+11
8/31/19,(On-Budget),-1.84828E+11,-1.0834E+12,-8.86268E+11
8/31/19,(Off-Budget),-15516156152,16239433030,-11844628087
8/31/19,Department of Justice,2802069301,31917198416,32383547357
8/31/19,Department of Labor,3149703114,33955349085,37264926000
8/31/19,Department of State,2221520834,24774018734,23555444475
8/31/19,Department of Transportation,8328064948,71312324925,70207479383
8/31/19,Department of the Treasury:,null,null,null
8/31/19,Interest on Treasury Debt Securities (Gross),39728397686,5.36938E+11,4.92572E+11
8/31/19,Other,9066703745,1.45866E+11,1.43076E+11
8/31/19,Department of Veterans Affairs,24942806958,1.9052E+11,1.70284E+11
8/31/19,Corps of Engineers,682732723.6,5935413470,4732465652
8/31/19,Other Defense Civil Programs,9356246513,60104124435,54279196637
8/31/19,Environmental Protection Agency,514966625.6,7382128023,7419492338
8/31/19,Executive Office of the President,30525627.84,385172678.9,350270173.6
8/31/19,General Services Administration,70854927.84,-628726956.4,-286363223.4
8/31/19,International Assistance Programs,1693438402,22045345882,19527379346
8/31/19,National Aeronautics and Space Administration,1774564745,18171817978,17962246812
8/31/19,National Science Foundation,785247079.5,6560151263,6509928354
7/31/19,Individual Income Taxes,1.27427E+11,1.4289E+12,1.41515E+12
7/31/19,Corporation Income Taxes,6967312596,1.71323E+11,1.66004E+11
7/31/19,Social Insurance and Retirement Receipts:,null,null,null
7/31/19,Employment and General Retirement (Off-Budget),68829000000,7.66132E+11,7.12164E+11
7/31/19,Employment and General Retirement (On-Budget),20741576145,2.36425E+11,2.21412E+11
7/31/19,Interest on Treasury Debt Securities (Gross),40341726815,4.9721E+11,4.54215E+11
7/31/19,Other,7860231872,1.36799E+11,1.36148E+11
7/31/19,Department of Veterans Affairs,16629430954,1.65577E+11,1.46511E+11
7/31/19,Corps of Engineers,457051115.8,5252680747,4600462022
7/31/19,Other Defense Civil Programs,5337000972,50747877922,45460827583
7/31/19,Environmental Protection Agency,602046565.9,6867161397,6751458964
7/31/19,Executive Office of the President,56394066.81,354647051.1,317550730
7/31/19,General Services Administration,-16949131.97,-699581884.3,-448221211.7
7/31/19,International Assistance Programs,762755553.5,20351907480,17228486728
7/31/19,National Aeronautics and Space Administration,1653726506,16397253234,16307442684
7/31/19,Office of Personnel Management,8937392833,85813217150,81770096912
7/31/19,Small Business Administration,102808706.5,272527244.7,-187990244.2
7/31/19,Social Security Administration,92782013850,9.15775E+11,8.64217E+11
7/31/19,Independent Agencies,2627525044,17518607891,6957235041
7/31/19,National Security Commission on Artificial Intelligence,null,494521.41,null
7/31/19,Undistributed Offsetting Receipts:,null,null,null
7/31/19,Interest,-3697405029,-1.43921E+11,-1.45274E+11
7/31/19,Other,-7504867794,-85007344506,-79390668234
7/31/19,Total Outlays,3.71044E+11,3.72701E+12,3.45004E+12
7/31/19,(On-Budget),2.93461E+11,2.99264E+12,2.76402E+12
7/31/19,(Off-Budget),77582328719,7.34377E+11,6.86013E+11
7/31/19,Surplus (+) or Deficit (-),-1.19696E+11,-8.66812E+11,-6.83965E+11
7/31/19,National Science Foundation,693491241,5774904184,5690664495
7/31/19,Allowances,null,null,null
7/31/19,Customs Duties,6473264133,56944935469,32477289275
7/31/19,Miscellaneous Receipts,7606141835,66740098708,84668270615
7/31/19,Total Receipts,2.51348E+11,2.8602E+12,2.76607E+12
7/31/19,(On-Budget),1.82519E+11,2.09407E+12,2.05391E+12
7/31/19,(Off-Budget),68829000000,7.66132E+11,7.12164E+11
7/31/19,Budget Outlays,null,null,null
7/31/19,Legislative Branch,500521163,4136826639,3909529589
7/31/19,Judicial Branch,686175864.4,6643542551,6465580249
7/31/19,Department of Agriculture,9975208078,1.25068E+11,1.2149E+11
7/31/19,Department of Commerce,1045752749,9619795925,7435263330
7/31/19,Department of Defense--Military Programs,52664609636,5.40435E+11,4.92875E+11
7/31/19,Department of the Treasury:,null,null,null
7/31/19,(On-Budget),-1.10942E+11,-8.98568E+11,-7.10116E+11
7/31/19,(Off-Budget),-8753328719,31755589182,26151635720
7/31/19,Budget Receipts,null,null,null
7/31/19,Unemployment Insurance,3849343411,37107317474,40976624025
7/31/19,Other Retirement,428124093.1,3970663441,3700783568
7/31/19,Excise Taxes,7868298006,79063064291,70755100900
